Accident_ID,Date,Time,Weather,Road_Conditions,Severity,Latitude,Longitude
190,2023-01-03,03:00:00,Clear,Wet,Severe,35.934818327203615,-87.54860018825289
191,2023-01-24,00:00:00,Fog,Wet,Severe,34.74482214244719,-115.10392413684282
192,2023-02-07,15:00:00,Rain,Snowy,Minor,41.177726063626615,-92.96667021242025
193,2023-01-24,12:00:00,Clear,Snowy,Minor,41.20334445730664,-103.12702855102286
194,2023-02-07,19:00:00,Clear,Snowy,Minor,39.064811658186144,-91.30063273599848
195,2023-02-09,02:00:00,Hail,Dry,Severe,36.7122383283896,-116.03309254606195
196,2023-01-10,08:00:00,Hail,Dry,Severe,36.793676596901285,-80.52391733544782
197,2023-01-05,00:00:00,Hail,Wet,Severe,39.80764543096191,-76.13997432537192
198,2023-01-09,18:00:00,Clear,Dry,Minor,41.17688207962062,-76.33825222271527
199,2023-01-24,10:00:00,Rain,Snowy,Moderate,41.09669139412094,-85.76497123505425
200,2023-02-04,16:00:00,Snow,Snowy,Severe,40.23900436686099,-112.40629167438283
201,2023-01-20,10:00:00,Hail,Dry,Severe,39.1362531692343,-85.39468257505203
202,2023-01-19,01:00:00,Rain,Icy,Severe,34.67311971996039,-116.94276259227154
203,2023-01-12,19:00:00,Fog,Wet,Moderate,35.29302971275691,-117.04868728425312
204,2023-01-17,19:00:00,Hail,Icy,Severe,41.18843350821663,-104.08476057656972
205,2023-02-02,11:00:00,Snow,Wet,Moderate,38.85143247727672,-96.98834281259937
206,2023-02-05,09:00:00,Fog,Icy,Severe,34.073576412933036,-84.8724810342649
207,2023-01-17,22:00:00,Fog,Dry,Moderate,34.81177234292826,-88.61829880592028
208,2023-02-06,02:00:00,Snow,Wet,Severe,39.308014152864445,-98.82618362579981
209,2023-01-11,20:00:00,Hail,Wet,Minor,34.04049267076975,-106.23405334988837
210,2023-01-12,10:00:00,Clear,Wet,Minor,35.28646441133999,-75.12364649321842
211,2023-01-27,08:00:00,Snow,Snowy,Minor,38.389870314932686,-99.67420400385316
212,2023-02-06,05:00:00,Snow,Snowy,Minor,39.535161581541544,-98.59035795382395
213,2023-01-02,23:00:00,Snow,Icy,Severe,39.215690076020806,-110.96417568875822
214,2023-01-21,15:00:00,Fog,Dry,Minor,35.79415447568448,-83.82318940375303
215,2023-02-08,11:00:00,Rain,Snowy,Moderate,39.697433770780286,-88.17166429139598
216,2023-01-10,18:00:00,Clear,Wet,Minor,35.8979926999744,-108.50690665008331
217,2023-01-06,12:00:00,Hail,Snowy,Minor,36.603197585274145,-114.45761503851877
218,2023-01-22,16:00:00,Hail,Dry,Minor,39.971931240944194,-88.73853001078734
219,2023-01-26,01:00:00,Rain,Snowy,Severe,39.19706319237772,-89.85601778591118
220,2023-02-08,14:00:00,Snow,Wet,Minor,40.79378728395342,-106.249840339077
221,2023-02-07,01:00:00,Clear,Icy,Moderate,39.260903138402746,-77.11286682323235
222,2023-01-29,12:00:00,Hail,Wet,Minor,38.54646882668377,-111.50451065342129
223,2023-01-26,16:00:00,Hail,Dry,Minor,34.74939814262474,-99.40960355516812
224,2023-01-26,11:00:00,Snow,Icy,Minor,36.94172642447547,-77.42451543279324
225,2023-01-11,02:00:00,Rain,Snowy,Moderate,36.121618941453804,-99.95172537217674
226,2023-02-11,08:00:00,Clear,Snowy,Minor,35.95191714703267,-90.54338425044432
227,2023-02-10,07:00:00,Rain,Snowy,Moderate,41.78408443801956,-100.90344088759984
228,2023-01-16,14:00:00,Rain,Icy,Moderate,37.14478179733408,-106.20874629900719
229,2023-02-01,17:00:00,Clear,Wet,Minor,41.13637244141691,-75.68896113772739
230,2023-02-02,06:00:00,Clear,Icy,Moderate,39.0491090079781,-100.39863772845315
231,2023-01-23,22:00:00,Hail,Icy,Severe,40.358490428333184,-79.55373424179723
232,2023-01-28,04:00:00,Hail,Dry,Minor,38.021096744841536,-108.11195194668329
233,2023-01-22,04:00:00,Clear,Icy,Minor,38.615231077010876,-108.83649772692142
234,2023-02-07,18:00:00,Fog,Snowy,Moderate,37.94014155055091,-116.66123443596601
235,2023-02-03,12:00:00,Hail,Wet,Moderate,35.56194390238436,-89.97832650883694
236,2023-02-06,04:00:00,Fog,Wet,Minor,39.779616922092046,-102.15336721987828
237,2023-01-01,16:00:00,Clear,Wet,Severe,36.246178899526846,-80.83259525689562
238,2023-01-06,07:00:00,Hail,Snowy,Moderate,34.19452773145163,-97.65197401226304
239,2023-01-24,11:00:00,Rain,Snowy,Moderate,39.16377836725734,-76.36768259966696
240,2023-01-05,18:00:00,Clear,Snowy,Severe,35.41688543525639,-110.02240282476579
241,2023-02-06,16:00:00,Snow,Snowy,Severe,41.52366867482331,-80.64920377790874
242,2023-01-23,19:00:00,Fog,Snowy,Minor,41.6314286160207,-84.6063353299551
243,2023-01-28,22:00:00,Clear,Icy,Severe,41.31891512176359,-84.85036068030576
244,2023-01-12,00:00:00,Clear,Snowy,Minor,36.96126960204356,-81.67432119097383
245,2023-01-07,05:00:00,Hail,Snowy,Severe,34.12365293223094,-85.27596838945104
246,2023-01-11,16:00:00,Hail,Snowy,Moderate,41.426548500701806,-91.07252616984914
247,2023-02-08,04:00:00,Hail,Snowy,Minor,37.42547318653851,-112.35647025965733
248,2023-01-05,11:00:00,Snow,Wet,Minor,41.733238552349356,-116.60137428187616
249,2023-01-22,18:00:00,Hail,Snowy,Minor,41.70895981671402,-78.40354254392547
250,2023-01-31,02:00:00,Clear,Icy,Severe,40.82407564373888,-91.48403647560826
251,2023-01-24,03:00:00,Hail,Icy,Moderate,36.35559113655668,-83.74889648802443
252,2023-01-11,04:00:00,Rain,Icy,Minor,37.080781828815404,-97.29453888496035
253,2023-01-27,17:00:00,Hail,Dry,Minor,40.80909337213485,-112.95574787461703
254,2023-02-03,00:00:00,Snow,Wet,Minor,36.535376041250224,-112.61701093529032
255,2023-02-04,04:00:00,Rain,Snowy,Minor,35.35594197348874,-88.52069264915423
256,2023-01-23,21:00:00,Clear,Dry,Moderate,38.4544100996668,-99.4968465193231
257,2023-01-06,15:00:00,Clear,Snowy,Severe,41.48923819328625,-109.37743675188553
258,2023-01-15,06:00:00,Fog,Dry,Moderate,39.56823837339979,-96.86143449011821
259,2023-01-09,11:00:00,Rain,Dry,Minor,38.56048936071492,-115.23901570576923
260,2023-02-03,00:00:00,Fog,Icy,Moderate,34.77741195016615,-92.97522971768086
261,2023-02-08,18:00:00,Rain,Icy,Minor,38.92005781359336,-106.4332836092908
262,2023-02-08,14:00:00,Rain,Dry,Severe,41.920430800834104,-83.70495867260091
263,2023-01-28,15:00:00,Snow,Icy,Severe,35.12067212189219,-104.65443576628633
264,2023-01-16,09:00:00,Fog,Dry,Severe,38.146637218909895,-98.42553358948254
265,2023-01-27,23:00:00,Snow,Wet,Minor,41.018984575423644,-117.50031678395167
266,2023-01-10,13:00:00,Rain,Icy,Moderate,39.926148942033635,-114.88478382483397
267,2023-01-30,10:00:00,Clear,Icy,Severe,39.576125927962146,-101.12277707451256
268,2023-01-20,19:00:00,Rain,Icy,Minor,39.61987267189687,-97.36263010716368
269,2023-01-20,08:00:00,Snow,Wet,Minor,36.87592920975804,-92.19911643086994
270,2023-01-12,03:00:00,Fog,Dry,Moderate,36.348734754115945,-105.45850911549996
271,2023-01-16,22:00:00,Fog,Snowy,Severe,40.47488924382811,-88.11577889655867
272,2023-01-21,12:00:00,Snow,Icy,Minor,40.48090715743345,-81.01473692086421
273,2023-01-19,17:00:00,Fog,Dry,Moderate,40.93657854864083,-84.46640747758596
274,2023-01-27,20:00:00,Hail,Wet,Severe,41.305924420451774,-116.29639051002064
275,2023-01-09,12:00:00,Clear,Snowy,Moderate,38.090739190887504,-97.33820126791335
276,2023-01-24,03:00:00,Clear,Icy,Moderate,38.0121303574976,-113.48800232801848
277,2023-02-09,06:00:00,Clear,Wet,Minor,40.3863614317342,-107.59206431791132
278,2023-01-16,09:00:00,Fog,Wet,Minor,39.199711446222125,-75.5735084895127
279,2023-01-17,23:00:00,Fog,Snowy,Minor,39.61573501806163,-111.87269165523493
280,2023-01-19,00:00:00,Rain,Dry,Moderate,40.36634135548881,-96.54780940159169
281,2023-02-09,16:00:00,Rain,Icy,Minor,41.12004273454053,-91.41930342432087
282,2023-01-16,21:00:00,Clear,Icy,Moderate,36.703961254812285,-87.79400626660353
283,2023-02-06,02:00:00,Hail,Dry,Moderate,37.004663621119555,-93.93510661006269
284,2023-01-20,05:00:00,Rain,Dry,Minor,34.751855518726956,-117.5798535609751
285,2023-01-31,15:00:00,Rain,Dry,Severe,38.626241127969394,-103.96216374550835
286,2023-01-31,21:00:00,Fog,Snowy,Severe,34.28753819037394,-95.73839933445741
287,2023-01-10,08:00:00,Hail,Snowy,Severe,37.72478414505968,-114.22174053677216
288,2023-02-10,03:00:00,Clear,Icy,Moderate,38.34115707766061,-102.92304195800523
289,2023-01-06,20:00:00,Rain,Snowy,Moderate,36.29233001702627,-116.57226632197124
290,2023-01-25,14:00:00,Hail,Wet,Moderate,38.726666084552086,-114.62112462233411
291,2023-01-20,04:00:00,Hail,Icy,Minor,34.24400199951239,-100.93229912333138
292,2023-02-03,04:00:00,Clear,Snowy,Moderate,34.298785509993714,-112.29322257614841
293,2023-02-11,17:00:00,Hail,Dry,Minor,40.58080448527727,-93.595743524753
294,2023-01-12,16:00:00,Hail,Wet,Minor,36.881525131290104,-88.35300632709757
295,2023-01-07,07:00:00,Hail,Dry,Severe,35.01648410121508,-83.57477193830944
296,2023-02-01,07:00:00,Rain,Icy,Severe,38.17794608043843,-109.39353949747317
297,2023-01-10,22:00:00,Clear,Dry,Severe,40.15994842478889,-110.79824896286
298,2023-01-08,11:00:00,Hail,Snowy,Minor,35.726568219974745,-113.50358286562079
299,2023-01-18,09:00:00,Hail,Snowy,Minor,38.983123806552,-90.63349926962363
300,2023-02-10,02:00:00,Rain,Icy,Minor,34.68277971995015,-87.62154376106325
301,2023-01-29,03:00:00,Clear,Dry,Moderate,34.41345376934886,-116.64179577249739
302,2023-01-29,13:00:00,Fog,Icy,Minor,38.25083705254519,-77.74287341152134
303,2023-01-23,03:00:00,Rain,Dry,Severe,38.325080972880855,-115.76523480298668
304,2023-01-02,04:00:00,Clear,Wet,Severe,39.099439211985654,-94.72425758205397
305,2023-01-13,11:00:00,Hail,Snowy,Minor,39.80873066978129,-87.51039766361059
306,2023-02-09,07:00:00,Clear,Icy,Minor,41.80681663570028,-80.54832767891833
307,2023-01-15,05:00:00,Clear,Wet,Severe,38.13040278640956,-87.29426191830561
308,2023-01-14,05:00:00,Clear,Wet,Minor,36.583651783529966,-83.52569242799896
309,2023-01-04,16:00:00,Fog,Icy,Severe,40.36148955814963,-103.40364172065934
310,2023-02-09,19:00:00,Clear,Icy,Moderate,36.1666580100966,-82.96252010889998
311,2023-01-12,04:00:00,Fog,Wet,Severe,37.51177136564509,-114.55506160545897
312,2023-01-08,11:00:00,Hail,Dry,Moderate,34.62765105073813,-79.52288378939731
